0,6
1,6
2,6
3,6
4,6
5,6
6,6
7,6
8,6
9,6
10,2
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,6
21,6
22,6
23,6
24,6
25,6
26,6
27,6
28,6
29,6
30,11
31,11
32,11
33,11
34,11
35,11
36,11
37,11
38,11
39,11
40,8
41,8
42,8
43,8
44,8
45,8
46,8
47,8
48,8
49,8
50,11
51,11
52,11
53,11
54,11
55,11
56,11
57,11
58,11
59,11
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,7
71,7
72,7
73,7
74,7
75,7
76,7
77,7
78,7
79,7
80,9
81,9
82,9
83,9
84,9
85,9
86,9
87,9
88,9
89,9
90,4
91,4
92,4
93,4
94,4
95,4
96,4
97,4
98,4
99,4
100,3
101,3
102,3
103,3
104,3
105,3
106,3
107,3
108,3
109,3
110,10
111,10
112,10
113,10
114,10
115,10
116,10
117,10
118,10
119,10
120,12
121,12
122,12
123,12
124,12
125,12
126,12
127,12
128,12
129,12
130,13
131,13
132,13
133,13
134,13
135,13
136,13
137,13
138,13
139,13
140,5
141,5
142,5
143,5
144,5
145,5
146,5
147,5
148,5
149,5
